125,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 164,181 ,18
126,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 518,472 ,9
127,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 658,215 ,0
128,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 194,355 ,7
129,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 148,141 ,8
130,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 700,112 ,19
131,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 566,63 ,11
132,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 211,608 ,0
133,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 604,458 ,12
134,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 110,156 ,27
135,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 622,501 ,15
136,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 561,727 ,0
137,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 294,548 ,29
138,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 562,9 ,19
139,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 194,509 ,22
140,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 595,281 ,22
141,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 766,662 ,18
142,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 619,135 ,27
143,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 638,462 ,16
144,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 670,43 ,27
145,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 711,221 ,2
146,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 456,650 ,2
147,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 527,124 ,7
148,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 292,229 ,7
149,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 687,295 ,23
150,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 177,375 ,3
151,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 83,130 ,16
152,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 392,562 ,23
153,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 632,537 ,21
154,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 132,654 ,31
155,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 102,291 ,24
156,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 517,646 ,10
157,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 407,369 ,30
158,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 370,149 ,31
159,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 650,248 ,5
160,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 147,652 ,20
161,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 311,696 ,5
162,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 606,380 ,3
163,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 24,619 ,28
164,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 406,761 ,20
165,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 253,762 ,31
166,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 392,731 ,19
167,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 139,666 ,19
168,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 674,744 ,18
169,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 590,51 ,13
170,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 418,588 ,5
171,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 475,435 ,0
172,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 532,659 ,24
173,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 198,31 ,26
174,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 349,161 ,8
175,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 605,709 ,21
176,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 427,743 ,15
177,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 205,87 ,0
178,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 212,287 ,10
179,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 150,321 ,19
180,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 4,420 ,7
181,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 711,564 ,22
182,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 553,91 ,1
183,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 615,399 ,4
184,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 505,589 ,13
185,encoder.layers.encoder_layer_0.ln_2.weight,1,21
186,encoder.layers.encoder_layer_0.mlp.0.weight, 1070,15 ,28
187,encoder.layers.encoder_layer_0.mlp.0.weight, 3048,568 ,6
188,encoder.layers.encoder_layer_0.mlp.0.weight, 838,217 ,17
189,encoder.layers.encoder_layer_0.mlp.0.weight, 2876,599 ,24
190,encoder.layers.encoder_layer_0.mlp.0.weight, 2038,473 ,30
191,encoder.layers.encoder_layer_0.mlp.0.weight, 2902,78 ,21
192,encoder.layers.encoder_layer_0.mlp.0.weight, 836,367 ,11
193,encoder.layers.encoder_layer_0.mlp.0.weight, 1458,627 ,16
194,encoder.layers.encoder_layer_0.mlp.0.weight, 1111,536 ,20
195,encoder.layers.encoder_layer_0.mlp.0.weight, 918,517 ,28
196,encoder.layers.encoder_layer_0.mlp.0.weight, 1209,271 ,1
197,encoder.layers.encoder_layer_0.mlp.0.weight, 1834,752 ,27
198,encoder.layers.encoder_layer_0.mlp.0.weight, 121,673 ,13
199,encoder.layers.encoder_layer_0.mlp.0.weight, 588,396 ,17
200,encoder.layers.encoder_layer_0.mlp.0.weight, 46,107 ,7
201,encoder.layers.encoder_layer_0.mlp.0.weight, 1300,45 ,3
202,encoder.layers.encoder_layer_0.mlp.0.weight, 10,641 ,0
203,encoder.layers.encoder_layer_0.mlp.0.weight, 3022,332 ,15
204,encoder.layers.encoder_layer_0.mlp.0.weight, 115,653 ,24
205,encoder.layers.encoder_layer_0.mlp.0.weight, 2850,18 ,25
206,encoder.layers.encoder_layer_0.mlp.0.weight, 1883,30 ,14
207,encoder.layers.encoder_layer_0.mlp.0.weight, 1691,327 ,17
208,encoder.layers.encoder_layer_0.mlp.0.weight, 1488,744 ,28
209,encoder.layers.encoder_layer_0.mlp.0.weight, 421,14 ,29
210,encoder.layers.encoder_layer_0.mlp.0.weight, 601,37 ,25
211,encoder.layers.encoder_layer_0.mlp.0.weight, 2288,679 ,17
212,encoder.layers.encoder_layer_0.mlp.0.weight, 845,563 ,19
213,encoder.layers.encoder_layer_0.mlp.0.weight, 1257,332 ,18
214,encoder.layers.encoder_layer_0.mlp.0.weight, 3020,347 ,25
215,encoder.layers.encoder_layer_0.mlp.0.weight, 2990,105 ,11
216,encoder.layers.encoder_layer_0.mlp.0.weight, 1053,331 ,2
217,encoder.layers.encoder_layer_0.mlp.0.weight, 2239,577 ,14
218,encoder.layers.encoder_layer_0.mlp.0.weight, 550,309 ,18
219,encoder.layers.encoder_layer_0.mlp.0.weight, 111,14 ,1
220,encoder.layers.encoder_layer_0.mlp.0.weight, 1830,66 ,6
221,encoder.layers.encoder_layer_0.mlp.0.weight, 1429,485 ,19
222,encoder.layers.encoder_layer_0.mlp.0.weight, 846,9 ,29
223,encoder.layers.encoder_layer_0.mlp.0.weight, 1187,267 ,22
224,encoder.layers.encoder_layer_0.mlp.0.weight, 2916,350 ,10
225,encoder.layers.encoder_layer_0.mlp.0.weight, 2697,434 ,19
226,encoder.layers.encoder_layer_0.mlp.0.weight, 531,593 ,10
227,encoder.layers.encoder_layer_0.mlp.0.weight, 504,64 ,26
228,encoder.layers.encoder_layer_0.mlp.0.weight, 2738,85 ,9
229,encoder.layers.encoder_layer_0.mlp.0.weight, 674,80 ,13
230,encoder.layers.encoder_layer_0.mlp.0.weight, 2721,613 ,18
231,encoder.layers.encoder_layer_0.mlp.0.weight, 1712,140 ,29
232,encoder.layers.encoder_layer_0.mlp.0.weight, 2470,486 ,8
233,encoder.layers.encoder_layer_0.mlp.0.weight, 2596,342 ,10
234,encoder.layers.encoder_layer_0.mlp.0.weight, 174,264 ,1
235,encoder.layers.encoder_layer_0.mlp.0.weight, 2726,113 ,4
236,encoder.layers.encoder_layer_0.mlp.0.weight, 1218,683 ,10
237,encoder.layers.encoder_layer_0.mlp.0.weight, 2486,658 ,9
238,encoder.layers.encoder_layer_0.mlp.0.weight, 163,192 ,17
239,encoder.layers.encoder_layer_0.mlp.0.weight, 1680,111 ,28
240,encoder.layers.encoder_layer_0.mlp.0.weight, 2997,761 ,23
241,encoder.layers.encoder_layer_0.mlp.0.weight, 562,228 ,20
242,encoder.layers.encoder_layer_0.mlp.0.weight, 2699,637 ,0
243,encoder.layers.encoder_layer_0.mlp.0.weight, 2978,313 ,25
244,encoder.layers.encoder_layer_0.mlp.0.weight, 1890,116 ,31
245,encoder.layers.encoder_layer_0.mlp.0.weight, 2666,583 ,26
246,encoder.layers.encoder_layer_0.mlp.0.weight, 139,476 ,1
247,encoder.layers.encoder_layer_0.mlp.0.weight, 2171,764 ,29
248,encoder.layers.encoder_layer_0.mlp.0.weight, 1345,550 ,27
249,encoder.layers.encoder_layer_0.mlp.0.weight, 58,67 ,18
250,encoder.layers.encoder_layer_0.mlp.0.weight, 1158,47 ,15
251,encoder.layers.encoder_layer_0.mlp.0.weight, 124,217 ,23
252,encoder.layers.encoder_layer_0.mlp.0.weight, 305,755 ,7
253,encoder.layers.encoder_layer_0.mlp.0.weight, 162,135 ,5
254,encoder.layers.encoder_layer_0.mlp.0.weight, 1024,653 ,7
255,encoder.layers.encoder_layer_0.mlp.0.weight, 1449,194 ,19
256,encoder.layers.encoder_layer_0.mlp.0.weight, 1317,91 ,25
257,encoder.layers.encoder_layer_0.mlp.0.weight, 521,13 ,15
258,encoder.layers.encoder_layer_0.mlp.0.weight, 2385,587 ,12
259,encoder.layers.encoder_layer_0.mlp.0.weight, 1914,552 ,30
260,encoder.layers.encoder_layer_0.mlp.0.weight, 2257,308 ,24
261,encoder.layers.encoder_layer_0.mlp.0.weight, 1053,622 ,30
262,encoder.layers.encoder_layer_0.mlp.0.weight, 2228,743 ,30
263,encoder.layers.encoder_layer_0.mlp.0.weight, 2022,360 ,31
264,encoder.layers.encoder_layer_0.mlp.0.weight, 2844,483 ,29
265,encoder.layers.encoder_layer_0.mlp.0.weight, 944,682 ,29
266,encoder.layers.encoder_layer_0.mlp.0.weight, 504,567 ,5
267,encoder.layers.encoder_layer_0.mlp.0.weight, 1066,638 ,27
268,encoder.layers.encoder_layer_0.mlp.0.weight, 2446,730 ,26
269,encoder.layers.encoder_layer_0.mlp.0.weight, 1922,285 ,12
270,encoder.layers.encoder_layer_0.mlp.0.weight, 746,484 ,12
271,encoder.layers.encoder_layer_0.mlp.0.weight, 1927,664 ,12
272,encoder.layers.encoder_layer_0.mlp.0.weight, 986,107 ,22
273,encoder.layers.encoder_layer_0.mlp.0.weight, 260,195 ,6
274,encoder.layers.encoder_layer_0.mlp.0.weight, 2634,711 ,8
275,encoder.layers.encoder_layer_0.mlp.0.weight, 1916,363 ,16
276,encoder.layers.encoder_layer_0.mlp.0.weight, 178,255 ,20
277,encoder.layers.encoder_layer_0.mlp.0.weight, 1,734 ,6
278,encoder.layers.encoder_layer_0.mlp.0.weight, 3041,528 ,13
279,encoder.layers.encoder_layer_0.mlp.0.weight, 418,277 ,22
280,encoder.layers.encoder_layer_0.mlp.0.weight, 2453,230 ,14
281,encoder.layers.encoder_layer_0.mlp.0.weight, 1299,333 ,16
282,encoder.layers.encoder_layer_0.mlp.0.weight, 513,650 ,18
283,encoder.layers.encoder_layer_0.mlp.0.weight, 198,598 ,8
284,encoder.layers.encoder_layer_0.mlp.0.weight, 2196,750 ,15
285,encoder.layers.encoder_layer_0.mlp.0.weight, 2650,741 ,29
286,encoder.layers.encoder_layer_0.mlp.0.weight, 276,615 ,17
287,encoder.layers.encoder_layer_0.mlp.0.weight, 46,662 ,2
288,encoder.layers.encoder_layer_0.mlp.0.weight, 1513,761 ,2
289,encoder.layers.encoder_layer_0.mlp.0.weight, 1304,266 ,22
290,encoder.layers.encoder_layer_0.mlp.0.weight, 2144,525 ,17
291,encoder.layers.encoder_layer_0.mlp.0.weight, 2595,580 ,31
292,encoder.layers.encoder_layer_0.mlp.0.weight, 413,691 ,29
293,encoder.layers.encoder_layer_0.mlp.0.weight, 2246,655 ,13
294,encoder.layers.encoder_layer_0.mlp.0.weight, 2778,249 ,11
295,encoder.layers.encoder_layer_0.mlp.0.weight, 2698,104 ,23
296,encoder.layers.encoder_layer_0.mlp.0.weight, 2261,256 ,4
297,encoder.layers.encoder_layer_0.mlp.0.weight, 2213,210 ,10
298,encoder.layers.encoder_layer_0.mlp.0.weight, 1795,49 ,30
299,encoder.layers.encoder_layer_0.mlp.0.weight, 1603,162 ,11
300,encoder.layers.encoder_layer_0.mlp.0.weight, 345,182 ,27
301,encoder.layers.encoder_layer_0.mlp.0.weight, 2837,647 ,4
302,encoder.layers.encoder_layer_0.mlp.0.weight, 2427,763 ,26
303,encoder.layers.encoder_layer_0.mlp.0.weight, 40,671 ,18
304,encoder.layers.encoder_layer_0.mlp.0.weight, 2488,359 ,16
305,encoder.layers.encoder_layer_0.mlp.0.weight, 1946,296 ,12
306,encoder.layers.encoder_layer_0.mlp.0.weight, 1123,765 ,19
307,encoder.layers.encoder_layer_0.mlp.0.weight, 2302,244 ,1
308,encoder.layers.encoder_layer_0.mlp.0.weight, 2112,189 ,1
309,encoder.layers.encoder_layer_0.mlp.0.weight, 2025,328 ,5
310,encoder.layers.encoder_layer_0.mlp.0.weight, 1857,402 ,2
311,encoder.layers.encoder_layer_0.mlp.0.weight, 1825,465 ,29
312,encoder.layers.encoder_layer_0.mlp.0.weight, 1430,747 ,22
313,encoder.layers.encoder_layer_0.mlp.0.weight, 2879,528 ,29
314,encoder.layers.encoder_layer_0.mlp.0.weight, 1822,191 ,3
315,encoder.layers.encoder_layer_0.mlp.0.weight, 1062,470 ,29
316,encoder.layers.encoder_layer_0.mlp.0.weight, 2284,116 ,21
317,encoder.layers.encoder_layer_0.mlp.0.weight, 3054,69 ,17
318,encoder.layers.encoder_layer_0.mlp.0.weight, 2440,140 ,6
319,encoder.layers.encoder_layer_0.mlp.0.weight, 1439,742 ,6
320,encoder.layers.encoder_layer_0.mlp.0.weight, 569,100 ,16
321,encoder.layers.encoder_layer_0.mlp.0.weight, 641,510 ,12
322,encoder.layers.encoder_layer_0.mlp.0.weight, 832,605 ,25
323,encoder.layers.encoder_layer_0.mlp.0.weight, 1915,428 ,23
324,encoder.layers.encoder_layer_0.mlp.0.weight, 649,144 ,10
325,encoder.layers.encoder_layer_0.mlp.0.weight, 1762,3 ,0
326,encoder.layers.encoder_layer_0.mlp.0.weight, 1505,636 ,3
327,encoder.layers.encoder_layer_0.mlp.0.weight, 391,406 ,6
328,encoder.layers.encoder_layer_0.mlp.0.weight, 884,530 ,24
329,encoder.layers.encoder_layer_0.mlp.0.weight, 2668,253 ,7
330,encoder.layers.encoder_layer_0.mlp.0.weight, 438,139 ,4
331,encoder.layers.encoder_layer_0.mlp.0.weight, 455,459 ,14
332,encoder.layers.encoder_layer_0.mlp.0.weight, 2649,197 ,10
333,encoder.layers.encoder_layer_0.mlp.0.weight, 415,261 ,11
334,encoder.layers.encoder_layer_0.mlp.0.weight, 1516,757 ,2
335,encoder.layers.encoder_layer_0.mlp.0.weight, 3071,380 ,31
336,encoder.layers.encoder_layer_0.mlp.0.weight, 2095,297 ,18
337,encoder.layers.encoder_layer_0.mlp.0.weight, 2548,386 ,23
338,encoder.layers.encoder_layer_0.mlp.0.weight, 131,506 ,12
339,encoder.layers.encoder_layer_0.mlp.0.weight, 2716,688 ,5
340,encoder.layers.encoder_layer_0.mlp.0.weight, 2090,489 ,17
341,encoder.layers.encoder_layer_0.mlp.0.weight, 2233,92 ,21
342,encoder.layers.encoder_layer_0.mlp.0.weight, 652,397 ,22
343,encoder.layers.encoder_layer_0.mlp.0.weight, 664,120 ,25
344,encoder.layers.encoder_layer_0.mlp.0.weight, 2613,752 ,30
345,encoder.layers.encoder_layer_0.mlp.0.weight, 2644,123 ,4
346,encoder.layers.encoder_layer_0.mlp.0.weight, 1898,659 ,25
347,encoder.layers.encoder_layer_0.mlp.0.weight, 768,153 ,13
348,encoder.layers.encoder_layer_0.mlp.0.weight, 2193,396 ,2
349,encoder.layers.encoder_layer_0.mlp.0.weight, 1989,321 ,20
350,encoder.layers.encoder_layer_0.mlp.0.weight, 2931,129 ,21
351,encoder.layers.encoder_layer_0.mlp.0.weight, 1167,678 ,24
352,encoder.layers.encoder_layer_0.mlp.0.weight, 2447,594 ,9
353,encoder.layers.encoder_layer_0.mlp.0.weight, 70,392 ,26
354,encoder.layers.encoder_layer_0.mlp.0.weight, 434,388 ,26
355,encoder.layers.encoder_layer_0.mlp.0.weight, 487,36 ,15
356,encoder.layers.encoder_layer_0.mlp.0.weight, 1261,638 ,12
357,encoder.layers.encoder_layer_0.mlp.0.weight, 1289,162 ,10
358,encoder.layers.encoder_layer_0.mlp.0.weight, 1201,570 ,2
359,encoder.layers.encoder_layer_0.mlp.0.weight, 1705,231 ,18
360,encoder.layers.encoder_layer_0.mlp.0.weight, 2231,581 ,2
361,encoder.layers.encoder_layer_0.mlp.0.weight, 2465,334 ,1
362,encoder.layers.encoder_layer_0.mlp.0.weight, 1892,256 ,28
363,encoder.layers.encoder_layer_0.mlp.0.weight, 2644,480 ,3
364,encoder.layers.encoder_layer_0.mlp.0.weight, 1500,351 ,8
365,encoder.layers.encoder_layer_0.mlp.0.weight, 2406,688 ,7
366,encoder.layers.encoder_layer_0.mlp.0.weight, 2592,674 ,6
367,encoder.layers.encoder_layer_0.mlp.0.weight, 165,252 ,31
368,encoder.layers.encoder_layer_0.mlp.0.weight, 2304,545 ,30
369,encoder.layers.encoder_layer_0.mlp.0.weight, 2137,756 ,26
370,encoder.layers.encoder_layer_0.mlp.0.weight, 1286,454 ,11
371,encoder.layers.encoder_layer_0.mlp.0.weight, 1738,108 ,8
372,encoder.layers.encoder_layer_0.mlp.0.weight, 642,374 ,30
373,encoder.layers.encoder_layer_0.mlp.0.weight, 847,711 ,20
374,encoder.layers.encoder_layer_0.mlp.0.weight, 994,147 ,19
375,encoder.layers.encoder_layer_0.mlp.0.weight, 1118,643 ,17
376,encoder.layers.encoder_layer_0.mlp.0.weight, 1016,321 ,6
377,encoder.layers.encoder_layer_0.mlp.0.weight, 2498,630 ,15
378,encoder.layers.encoder_layer_0.mlp.0.weight, 1028,32 ,19
379,encoder.layers.encoder_layer_0.mlp.0.weight, 806,759 ,5
380,encoder.layers.encoder_layer_0.mlp.0.weight, 1595,351 ,19
381,encoder.layers.encoder_layer_0.mlp.0.weight, 1095,612 ,12
382,encoder.layers.encoder_layer_0.mlp.0.weight, 2052,332 ,31
383,encoder.layers.encoder_layer_0.mlp.0.weight, 2591,12 ,14
384,encoder.layers.encoder_layer_0.mlp.0.weight, 1904,33 ,20
385,encoder.layers.encoder_layer_0.mlp.0.weight, 762,12 ,22
386,encoder.layers.encoder_layer_0.mlp.0.weight, 1185,741 ,22
387,encoder.layers.encoder_layer_0.mlp.0.weight, 1030,629 ,19
388,encoder.layers.encoder_layer_0.mlp.0.weight, 2831,159 ,11
389,encoder.layers.encoder_layer_0.mlp.0.weight, 895,663 ,10
390,encoder.layers.encoder_layer_0.mlp.0.weight, 913,430 ,9
391,encoder.layers.encoder_layer_0.mlp.0.weight, 1918,541 ,28
392,encoder.layers.encoder_layer_0.mlp.0.weight, 538,527 ,18
393,encoder.layers.encoder_layer_0.mlp.0.weight, 1659,489 ,2
394,encoder.layers.encoder_layer_0.mlp.0.weight, 1970,320 ,24
395,encoder.layers.encoder_layer_0.mlp.0.weight, 2787,435 ,21
396,encoder.layers.encoder_layer_0.mlp.0.weight, 1444,682 ,12
397,encoder.layers.encoder_layer_0.mlp.0.weight, 701,385 ,22
398,encoder.layers.encoder_layer_0.mlp.0.weight, 2882,12 ,22
399,encoder.layers.encoder_layer_0.mlp.0.weight, 1533,583 ,1
400,encoder.layers.encoder_layer_0.mlp.0.weight, 55,275 ,9
401,encoder.layers.encoder_layer_0.mlp.0.weight, 1534,458 ,9
402,encoder.layers.encoder_layer_0.mlp.0.weight, 1006,757 ,16
403,encoder.layers.encoder_layer_0.mlp.0.weight, 519,140 ,26
404,encoder.layers.encoder_layer_0.mlp.0.weight, 2972,262 ,19
