53,conv_proj.weight, 407  0  14  0 ,27
54,conv_proj.weight, 567  0  0  4 ,3
55,conv_proj.weight, 305  1  12  10 ,8
56,conv_proj.weight, 346  1  5  15 ,18
57,conv_proj.weight, 329  1  8  14 ,6
58,conv_proj.weight, 266  0  14  5 ,31
59,conv_proj.weight, 403  0  3  0 ,19
60,conv_proj.weight, 680  2  0  0 ,18
61,conv_proj.weight, 183  1  13  7 ,11
62,conv_proj.weight, 583  0  10  8 ,23
63,conv_proj.weight, 654  2  3  1 ,13
64,conv_proj.weight, 135  1  14  8 ,29
65,conv_proj.weight, 404  0  2  13 ,30
66,conv_proj.weight, 541  1  9  4 ,10
67,conv_proj.weight, 732  1  14  12 ,17
68,conv_proj.weight, 158  2  12  0 ,12
69,conv_proj.weight, 96  0  5  10 ,7
70,conv_proj.weight, 38  2  7  1 ,7
71,conv_proj.weight, 84  0  3  10 ,20
72,conv_proj.weight, 257  2  13  1 ,29
73,conv_proj.weight, 712  2  15  14 ,1
74,conv_proj.weight, 110  0  7  0 ,19
75,conv_proj.weight, 103  2  5  1 ,26
76,conv_proj.weight, 257  0  15  0 ,6
77,conv_proj.weight, 199  0  4  15 ,21
78,conv_proj.weight, 586  1  1  12 ,2
79,conv_proj.weight, 0  0  3  6 ,21
80,conv_proj.weight, 442  0  15  15 ,26
81,conv_proj.weight, 731  0  13  8 ,3
82,conv_proj.weight, 642  0  15  7 ,21
83,conv_proj.weight, 115  1  4  12 ,31
84,conv_proj.weight, 550  0  10  0 ,29
85,conv_proj.weight, 729  0  11  2 ,22
86,conv_proj.weight, 419  0  11  15 ,3
87,conv_proj.weight, 740  2  0  10 ,17
88,conv_proj.weight, 743  1  14  12 ,0
89,conv_proj.weight, 200  1  1  5 ,4
90,conv_proj.weight, 237  0  5  9 ,4
91,conv_proj.weight, 547  0  14  15 ,11
92,encoder.layers.encoder_layer_0.ln_1.weight,53,19
93,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 685  539 ,24
94,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 614  515 ,26
95,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 656  627 ,28
96,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 19  156 ,2
97,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 13  557 ,6
98,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 63  309 ,26
99,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 495  690 ,18
100,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 449  66 ,31
101,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 658  680 ,12
102,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 98  167 ,14
103,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 127  229 ,23
104,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 486  198 ,10
105,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 509  89 ,8
106,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 85  269 ,22
107,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 485  161 ,31
108,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 554  614 ,16
109,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 70  558 ,1
110,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 529  632 ,3
111,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 539  674 ,12
112,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 76  135 ,2
113,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 0  315 ,13
114,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 29  203 ,24
115,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 10  47 ,3
116,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 28  256 ,31
117,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 92  548 ,15
118,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 98  223 ,5
119,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 578  4 ,16
120,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 389  291 ,24
121,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 276  543 ,17
122,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 566  366 ,16
123,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 656  527 ,8
124,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 578  141 ,2
125,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 714  742 ,15
126,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 671  374 ,10
127,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 723  59 ,24
128,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 97  234 ,30
129,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 604  428 ,11
130,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 225  209 ,17
131,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 593  194 ,15
132,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 690  479 ,27
133,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 364  538 ,29
134,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 474  502 ,9
135,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 483  440 ,25
136,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 525  719 ,22
137,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 465  75 ,12
138,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 532  165 ,22
139,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 655  519 ,12
140,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 574  748 ,12
141,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 343  659 ,2
142,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 195  533 ,24
143,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 183  12 ,28
144,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 9  336 ,11
145,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 420  720 ,24
146,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 322  455 ,27
147,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 353  533 ,0
148,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 494  532 ,19
149,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 358  479 ,3
150,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 636  108 ,18
151,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 250  150 ,29
152,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 132  157 ,13
153,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 396  649 ,5
154,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 256  147 ,10
155,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 116  541 ,5
156,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 426  189 ,7
157,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 43  449 ,10
158,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 224  654 ,22
159,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 604  329 ,1
160,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 500  216 ,4
161,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 690  376 ,22
162,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 380  244 ,19
163,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 626  700 ,4
164,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 646  426 ,24
165,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 535  497 ,3
166,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 528  195 ,29
167,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 301  414 ,25
168,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 728  755 ,25
169,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 531  302 ,21
170,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 524  308 ,4
171,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 92  631 ,5
172,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 464  57 ,24
173,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 562  420 ,8
174,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 251  185 ,23
175,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 512  680 ,27
176,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 123  359 ,10
177,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 140  675 ,21
178,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 558  401 ,5
179,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 355  650 ,16
180,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 745  696 ,13
181,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 1  517 ,2
182,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 206  668 ,2
183,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 503  136 ,16
184,encoder.layers.encoder_layer_0.self_attention.out_proj.weight, 486  221 ,16
185,encoder.layers.encoder_layer_0.ln_2.weight,444,14
186,encoder.layers.encoder_layer_0.mlp.0.weight, 683  591 ,15
187,encoder.layers.encoder_layer_0.mlp.0.weight, 252  305 ,16
188,encoder.layers.encoder_layer_0.mlp.0.weight, 2500  241 ,4
189,encoder.layers.encoder_layer_0.mlp.0.weight, 2892  249 ,13
190,encoder.layers.encoder_layer_0.mlp.0.weight, 3041  198 ,1
191,encoder.layers.encoder_layer_0.mlp.0.weight, 2184  390 ,12
192,encoder.layers.encoder_layer_0.mlp.0.weight, 91  312 ,23
193,encoder.layers.encoder_layer_0.mlp.0.weight, 1020  488 ,16
194,encoder.layers.encoder_layer_0.mlp.0.weight, 406  521 ,28
195,encoder.layers.encoder_layer_0.mlp.0.weight, 1849  618 ,17
196,encoder.layers.encoder_layer_0.mlp.0.weight, 2633  568 ,30
197,encoder.layers.encoder_layer_0.mlp.0.weight, 885  676 ,1
198,encoder.layers.encoder_layer_0.mlp.0.weight, 2776  132 ,20
199,encoder.layers.encoder_layer_0.mlp.0.weight, 1812  551 ,22
200,encoder.layers.encoder_layer_0.mlp.0.weight, 248  118 ,16
201,encoder.layers.encoder_layer_0.mlp.0.weight, 1873  212 ,22
202,encoder.layers.encoder_layer_0.mlp.0.weight, 988  698 ,2
203,encoder.layers.encoder_layer_0.mlp.0.weight, 2111  426 ,28
204,encoder.layers.encoder_layer_0.mlp.0.weight, 1913  213 ,23
205,encoder.layers.encoder_layer_0.mlp.0.weight, 2669  15 ,0
206,encoder.layers.encoder_layer_0.mlp.0.weight, 839  680 ,21
207,encoder.layers.encoder_layer_0.mlp.0.weight, 1582  702 ,29
208,encoder.layers.encoder_layer_0.mlp.0.weight, 1486  632 ,18
209,encoder.layers.encoder_layer_0.mlp.0.weight, 1945  164 ,5
210,encoder.layers.encoder_layer_0.mlp.0.weight, 2900  72 ,25
211,encoder.layers.encoder_layer_0.mlp.0.weight, 1833  416 ,1
212,encoder.layers.encoder_layer_0.mlp.0.weight, 788  563 ,1
213,encoder.layers.encoder_layer_0.mlp.0.weight, 1399  343 ,26
214,encoder.layers.encoder_layer_0.mlp.0.weight, 1567  6 ,22
215,encoder.layers.encoder_layer_0.mlp.0.weight, 1037  77 ,3
216,encoder.layers.encoder_layer_0.mlp.0.weight, 1408  243 ,8
217,encoder.layers.encoder_layer_0.mlp.0.weight, 3044  477 ,27
218,encoder.layers.encoder_layer_0.mlp.0.weight, 742  16 ,21
219,encoder.layers.encoder_layer_0.mlp.0.weight, 438  710 ,23
220,encoder.layers.encoder_layer_0.mlp.0.weight, 3066  168 ,22
221,encoder.layers.encoder_layer_0.mlp.0.weight, 2614  516 ,30
222,encoder.layers.encoder_layer_0.mlp.0.weight, 2694  532 ,3
223,encoder.layers.encoder_layer_0.mlp.0.weight, 2235  540 ,16
224,encoder.layers.encoder_layer_0.mlp.0.weight, 434  488 ,29
225,encoder.layers.encoder_layer_0.mlp.0.weight, 2146  335 ,30
226,encoder.layers.encoder_layer_0.mlp.0.weight, 236  552 ,3
227,encoder.layers.encoder_layer_0.mlp.0.weight, 2184  44 ,5
228,encoder.layers.encoder_layer_0.mlp.0.weight, 1729  581 ,13
229,encoder.layers.encoder_layer_0.mlp.0.weight, 1954  344 ,2
230,encoder.layers.encoder_layer_0.mlp.0.weight, 2626  85 ,23
231,encoder.layers.encoder_layer_0.mlp.0.weight, 1636  69 ,1
232,encoder.layers.encoder_layer_0.mlp.0.weight, 990  186 ,13
233,encoder.layers.encoder_layer_0.mlp.0.weight, 335  626 ,5
234,encoder.layers.encoder_layer_0.mlp.0.weight, 384  31 ,20
235,encoder.layers.encoder_layer_0.mlp.0.weight, 1974  332 ,24
236,encoder.layers.encoder_layer_0.mlp.0.weight, 2780  699 ,16
237,encoder.layers.encoder_layer_0.mlp.0.weight, 1729  238 ,18
238,encoder.layers.encoder_layer_0.mlp.0.weight, 1572  7 ,13
239,encoder.layers.encoder_layer_0.mlp.0.weight, 3033  699 ,21
240,encoder.layers.encoder_layer_0.mlp.0.weight, 2119  663 ,6
241,encoder.layers.encoder_layer_0.mlp.0.weight, 2537  25 ,18
242,encoder.layers.encoder_layer_0.mlp.0.weight, 2047  533 ,15
243,encoder.layers.encoder_layer_0.mlp.0.weight, 1906  141 ,28
244,encoder.layers.encoder_layer_0.mlp.0.weight, 2794  216 ,29
245,encoder.layers.encoder_layer_0.mlp.0.weight, 2301  88 ,8
246,encoder.layers.encoder_layer_0.mlp.0.weight, 1385  76 ,14
247,encoder.layers.encoder_layer_0.mlp.0.weight, 545  159 ,10
248,encoder.layers.encoder_layer_0.mlp.0.weight, 1686  611 ,17
249,encoder.layers.encoder_layer_0.mlp.0.weight, 159  270 ,20
250,encoder.layers.encoder_layer_0.mlp.0.weight, 2390  687 ,8
251,encoder.layers.encoder_layer_0.mlp.0.weight, 1842  422 ,0
252,encoder.layers.encoder_layer_0.mlp.0.weight, 2105  604 ,9
253,encoder.layers.encoder_layer_0.mlp.0.weight, 1193  515 ,8
254,encoder.layers.encoder_layer_0.mlp.0.weight, 1526  419 ,25
255,encoder.layers.encoder_layer_0.mlp.0.weight, 526  88 ,1
256,encoder.layers.encoder_layer_0.mlp.0.weight, 357  111 ,5
257,encoder.layers.encoder_layer_0.mlp.0.weight, 2340  662 ,6
258,encoder.layers.encoder_layer_0.mlp.0.weight, 2350  111 ,17
259,encoder.layers.encoder_layer_0.mlp.0.weight, 1935  703 ,27
260,encoder.layers.encoder_layer_0.mlp.0.weight, 1982  197 ,4
261,encoder.layers.encoder_layer_0.mlp.0.weight, 2307  82 ,7
262,encoder.layers.encoder_layer_0.mlp.0.weight, 1407  130 ,29
263,encoder.layers.encoder_layer_0.mlp.0.weight, 2874  723 ,18
264,encoder.layers.encoder_layer_0.mlp.0.weight, 2793  304 ,7
265,encoder.layers.encoder_layer_0.mlp.0.weight, 2330  635 ,22
266,encoder.layers.encoder_layer_0.mlp.0.weight, 1682  189 ,12
267,encoder.layers.encoder_layer_0.mlp.0.weight, 2050  221 ,9
268,encoder.layers.encoder_layer_0.mlp.0.weight, 2508  11 ,13
269,encoder.layers.encoder_layer_0.mlp.0.weight, 2749  683 ,12
270,encoder.layers.encoder_layer_0.mlp.0.weight, 3054  63 ,14
271,encoder.layers.encoder_layer_0.mlp.0.weight, 2343  398 ,25
272,encoder.layers.encoder_layer_0.mlp.0.weight, 159  640 ,16
273,encoder.layers.encoder_layer_0.mlp.0.weight, 1719  206 ,23
274,encoder.layers.encoder_layer_0.mlp.0.weight, 1763  405 ,30
275,encoder.layers.encoder_layer_0.mlp.0.weight, 265  499 ,17
276,encoder.layers.encoder_layer_0.mlp.0.weight, 2584  463 ,19
277,encoder.layers.encoder_layer_0.mlp.0.weight, 1777  39 ,21
278,encoder.layers.encoder_layer_0.mlp.0.weight, 971  221 ,5
279,encoder.layers.encoder_layer_0.mlp.0.weight, 1592  262 ,15
280,encoder.layers.encoder_layer_0.mlp.0.weight, 2666  523 ,20
281,encoder.layers.encoder_layer_0.mlp.0.weight, 1279  673 ,21
282,encoder.layers.encoder_layer_0.mlp.0.weight, 1032  373 ,23
283,encoder.layers.encoder_layer_0.mlp.0.weight, 2176  459 ,1
284,encoder.layers.encoder_layer_0.mlp.0.weight, 482  762 ,0
285,encoder.layers.encoder_layer_0.mlp.0.weight, 2534  73 ,27
286,encoder.layers.encoder_layer_0.mlp.0.weight, 719  247 ,23
287,encoder.layers.encoder_layer_0.mlp.0.weight, 166  286 ,0
288,encoder.layers.encoder_layer_0.mlp.0.weight, 2315  174 ,30
289,encoder.layers.encoder_layer_0.mlp.0.weight, 2529  107 ,12
290,encoder.layers.encoder_layer_0.mlp.0.weight, 2772  319 ,18
291,encoder.layers.encoder_layer_0.mlp.0.weight, 1149  178 ,12
292,encoder.layers.encoder_layer_0.mlp.0.weight, 3055  497 ,6
293,encoder.layers.encoder_layer_0.mlp.0.weight, 1885  346 ,16
294,encoder.layers.encoder_layer_0.mlp.0.weight, 2746  424 ,10
295,encoder.layers.encoder_layer_0.mlp.0.weight, 3021  502 ,29
296,encoder.layers.encoder_layer_0.mlp.0.weight, 1990  159 ,19
297,encoder.layers.encoder_layer_0.mlp.0.weight, 2240  453 ,7
298,encoder.layers.encoder_layer_0.mlp.0.weight, 160  389 ,15
299,encoder.layers.encoder_layer_0.mlp.0.weight, 2713  642 ,4
300,encoder.layers.encoder_layer_0.mlp.0.weight, 1854  712 ,21
301,encoder.layers.encoder_layer_0.mlp.0.weight, 652  666 ,30
302,encoder.layers.encoder_layer_0.mlp.0.weight, 83  470 ,14
303,encoder.layers.encoder_layer_0.mlp.0.weight, 1831  180 ,30
304,encoder.layers.encoder_layer_0.mlp.0.weight, 484  620 ,20
305,encoder.layers.encoder_layer_0.mlp.0.weight, 2871  711 ,19
306,encoder.layers.encoder_layer_0.mlp.0.weight, 502  147 ,12
307,encoder.layers.encoder_layer_0.mlp.0.weight, 973  310 ,22
308,encoder.layers.encoder_layer_0.mlp.0.weight, 21  253 ,26
309,encoder.layers.encoder_layer_0.mlp.0.weight, 1564  469 ,7
310,encoder.layers.encoder_layer_0.mlp.0.weight, 1419  266 ,7
311,encoder.layers.encoder_layer_0.mlp.0.weight, 81  507 ,22
312,encoder.layers.encoder_layer_0.mlp.0.weight, 2545  533 ,9
313,encoder.layers.encoder_layer_0.mlp.0.weight, 45  44 ,11
314,encoder.layers.encoder_layer_0.mlp.0.weight, 1365  220 ,20
315,encoder.layers.encoder_layer_0.mlp.0.weight, 1128  649 ,4
316,encoder.layers.encoder_layer_0.mlp.0.weight, 1471  468 ,18
317,encoder.layers.encoder_layer_0.mlp.0.weight, 686  50 ,21
318,encoder.layers.encoder_layer_0.mlp.0.weight, 469  565 ,0
319,encoder.layers.encoder_layer_0.mlp.0.weight, 1103  319 ,16
320,encoder.layers.encoder_layer_0.mlp.0.weight, 2783  242 ,0
321,encoder.layers.encoder_layer_0.mlp.0.weight, 1311  148 ,30
322,encoder.layers.encoder_layer_0.mlp.0.weight, 2160  325 ,23
323,encoder.layers.encoder_layer_0.mlp.0.weight, 70  512 ,22
324,encoder.layers.encoder_layer_0.mlp.0.weight, 1203  585 ,7
325,encoder.layers.encoder_layer_0.mlp.0.weight, 2570  193 ,26
326,encoder.layers.encoder_layer_0.mlp.0.weight, 386  409 ,24
327,encoder.layers.encoder_layer_0.mlp.0.weight, 1217  323 ,19
328,encoder.layers.encoder_layer_0.mlp.0.weight, 39  185 ,28
329,encoder.layers.encoder_layer_0.mlp.0.weight, 966  755 ,8
330,encoder.layers.encoder_layer_0.mlp.0.weight, 263  516 ,7
331,encoder.layers.encoder_layer_0.mlp.0.weight, 746  588 ,26
332,encoder.layers.encoder_layer_0.mlp.0.weight, 318  512 ,29
333,encoder.layers.encoder_layer_0.mlp.0.weight, 2891  514 ,26
334,encoder.layers.encoder_layer_0.mlp.0.weight, 1050  282 ,26
335,encoder.layers.encoder_layer_0.mlp.0.weight, 850  91 ,20
336,encoder.layers.encoder_layer_0.mlp.0.weight, 1186  493 ,23
337,encoder.layers.encoder_layer_0.mlp.0.weight, 43  314 ,29
338,encoder.layers.encoder_layer_0.mlp.0.weight, 118  692 ,27
339,encoder.layers.encoder_layer_0.mlp.0.weight, 141  531 ,15
340,encoder.layers.encoder_layer_0.mlp.0.weight, 1363  723 ,0
341,encoder.layers.encoder_layer_0.mlp.0.weight, 497  433 ,0
342,encoder.layers.encoder_layer_0.mlp.0.weight, 2184  448 ,2
343,encoder.layers.encoder_layer_0.mlp.0.weight, 2678  507 ,3
344,encoder.layers.encoder_layer_0.mlp.0.weight, 3006  254 ,26
345,encoder.layers.encoder_layer_0.mlp.0.weight, 2933  75 ,29
346,encoder.layers.encoder_layer_0.mlp.0.weight, 1507  404 ,11
347,encoder.layers.encoder_layer_0.mlp.0.weight, 584  17 ,3
348,encoder.layers.encoder_layer_0.mlp.0.weight, 2105  297 ,28
349,encoder.layers.encoder_layer_0.mlp.0.weight, 839  455 ,27
350,encoder.layers.encoder_layer_0.mlp.0.weight, 574  382 ,25
351,encoder.layers.encoder_layer_0.mlp.0.weight, 2828  660 ,15
352,encoder.layers.encoder_layer_0.mlp.0.weight, 964  409 ,23
353,encoder.layers.encoder_layer_0.mlp.0.weight, 1531  380 ,22
354,encoder.layers.encoder_layer_0.mlp.0.weight, 1515  468 ,6
355,encoder.layers.encoder_layer_0.mlp.0.weight, 2723  57 ,26
356,encoder.layers.encoder_layer_0.mlp.0.weight, 139  153 ,30
357,encoder.layers.encoder_layer_0.mlp.0.weight, 2219  480 ,13
358,encoder.layers.encoder_layer_0.mlp.0.weight, 2400  499 ,12
359,encoder.layers.encoder_layer_0.mlp.0.weight, 331  723 ,17
360,encoder.layers.encoder_layer_0.mlp.0.weight, 1916  73 ,0
361,encoder.layers.encoder_layer_0.mlp.0.weight, 2511  200 ,28
362,encoder.layers.encoder_layer_0.mlp.0.weight, 646  673 ,10
363,encoder.layers.encoder_layer_0.mlp.0.weight, 150  558 ,26
364,encoder.layers.encoder_layer_0.mlp.0.weight, 1321  24 ,1
365,encoder.layers.encoder_layer_0.mlp.0.weight, 1199  201 ,8
366,encoder.layers.encoder_layer_0.mlp.0.weight, 1019  418 ,14
367,encoder.layers.encoder_layer_0.mlp.0.weight, 2694  322 ,21
368,encoder.layers.encoder_layer_0.mlp.0.weight, 1468  566 ,31
369,encoder.layers.encoder_layer_0.mlp.0.weight, 761  78 ,30
370,encoder.layers.encoder_layer_0.mlp.0.weight, 197  192 ,11
371,encoder.layers.encoder_layer_0.mlp.0.weight, 3060  255 ,21
372,encoder.layers.encoder_layer_0.mlp.0.weight, 1408  383 ,3
373,encoder.layers.encoder_layer_0.mlp.0.weight, 2219  4 ,15
374,encoder.layers.encoder_layer_0.mlp.0.weight, 2831  22 ,20
375,encoder.layers.encoder_layer_0.mlp.0.weight, 586  270 ,20
376,encoder.layers.encoder_layer_0.mlp.0.weight, 1870  738 ,21
377,encoder.layers.encoder_layer_0.mlp.0.weight, 2368  546 ,8
378,encoder.layers.encoder_layer_0.mlp.0.weight, 1468  607 ,28
379,encoder.layers.encoder_layer_0.mlp.0.weight, 1380  55 ,12
380,encoder.layers.encoder_layer_0.mlp.0.weight, 1150  396 ,17
381,encoder.layers.encoder_layer_0.mlp.0.weight, 2036  62 ,30
382,encoder.layers.encoder_layer_0.mlp.0.weight, 474  81 ,14
383,encoder.layers.encoder_layer_0.mlp.0.weight, 329  38 ,17
384,encoder.layers.encoder_layer_0.mlp.0.weight, 1824  312 ,5
385,encoder.layers.encoder_layer_0.mlp.0.weight, 641  132 ,24
386,encoder.layers.encoder_layer_0.mlp.0.weight, 2342  422 ,16
387,encoder.layers.encoder_layer_0.mlp.0.weight, 692  358 ,14
388,encoder.layers.encoder_layer_0.mlp.0.weight, 1384  165 ,22
389,encoder.layers.encoder_layer_0.mlp.0.weight, 2523  726 ,18
390,encoder.layers.encoder_layer_0.mlp.0.weight, 1407  745 ,22
391,encoder.layers.encoder_layer_0.mlp.0.weight, 2882  457 ,23
392,encoder.layers.encoder_layer_0.mlp.0.weight, 2620  767 ,24
393,encoder.layers.encoder_layer_0.mlp.0.weight, 536  670 ,8
394,encoder.layers.encoder_layer_0.mlp.0.weight, 1611  632 ,8
395,encoder.layers.encoder_layer_0.mlp.0.weight, 1244  560 ,10
396,encoder.layers.encoder_layer_0.mlp.0.weight, 1242  316 ,25
397,encoder.layers.encoder_layer_0.mlp.0.weight, 2476  118 ,4
398,encoder.layers.encoder_layer_0.mlp.0.weight, 2614  52 ,29
399,encoder.layers.encoder_layer_0.mlp.0.weight, 616  187 ,0
400,encoder.layers.encoder_layer_0.mlp.0.weight, 890  410 ,27
401,encoder.layers.encoder_layer_0.mlp.0.weight, 1099  608 ,18
402,encoder.layers.encoder_layer_0.mlp.0.weight, 1198  510 ,28
403,encoder.layers.encoder_layer_0.mlp.0.weight, 1920  510 ,18
404,encoder.layers.encoder_layer_0.mlp.0.weight, 2318  478 ,28
